,year,org_id,loan_amt,entity_structure,structure_edit,total_proj_cost,loan_pct,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_2,activity_3,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt,
570,2014,1805,15220.74,,,15525.92,0.98,ERS,,,Transport- Produce,NONRETAIL,,Distribution,Production and Distribution,,,,1807 W. 27th Street,,Mission,TX,78574,,48215020203,"1807 W. 27th Street,Mission,TX,78574","West 27th Street, Carlos G Leal (Junior Colonia), Mission, Hidalgo County, Texas, 78574, United States of America","(26.2351678, -98.3270233, 0.0)",26.2351678,-98.3270233,0,
571,2014,1805,5000,,,5000,1,ERS,,,"Sale of fresh food, soups, seafood",NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,7101 Harry Hines Boulevard,,Dallas,TX,75235,,,"7101 Harry Hines Boulevard,Dallas,TX,75235","7101, Harry Hines Boulevard, Oldham, Dallas, Dallas County, Texas, 75235, United States of America","(32.82673464520227, -96.85541528109577, 0.0)",32.82673465,-96.85541528,0,
572,2014,1805,5000,,,10000,0.5,ERS,,,Sale of fresh food and collard greens,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,211 North Wellington Street,,Marshall,TX,75670,,,"211 North Wellington Street,Marshall,TX,75670","211, North Wellington Street, Bel Air, Marshall, Harrison County, Texas, 75670, United States of America","(32.54605297009495, -94.36842092724658, 0.0)",32.54605297,-94.36842093,0,
573,2014,1805,34764.77,,,35000,0.99,ERS,,,CATERING COMPANY/SMOKEHOUSE,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,702 East Convent,,Victoria,TX,77901,,,"702 East Convent,Victoria,TX,77901","702, East Convent Street, Victoria, Victoria County, Texas, 77901, United States of America","(28.79381912244898, -97.0015011632653, 0.0)",28.79381912,-97.00150116,0,
574,2014,1805,4000,,,4000,1,ERS,,,Food Truck,RETAIL,,Sale,Restaurant and Specialty Sales,,,,3000 Wyoming,,El Paso,TX,79903,,,"3000 Wyoming,El Paso,TX,79903","3000, Wyoming Avenue, Mission Hills, El Paso, El Paso County, Texas, 79903, United States of America","(31.780609, -106.459791, 0.0)",31.780609,-106.459791,0,
575,2014,1805,250000,,,250000,1,ERS,,,Salad restaurant,NONRETAIL,,Restaurant,Restaurant and Specialty Sales,,,,115 W. 6th Street,,Austin,TX,78701,,48453001100,"115 W. 6th Street,Austin,TX,78701","115, West 6th Street, Downtown, Austin, Travis County, Texas, 78701, United States of America","(30.268149, -97.743754, 0.0)",30.268149,-97.743754,0,
576,2014,1805,18674.76,,,18674.76,1,ERS,,,Food Trailer,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,651 Lexington Blvd,,Corpus Christi,TX,78419,,,"651 Lexington Blvd,Corpus Christi,TX,78419","Lexington Boulevard, Flour Bluff, Corpus Christi, Nueces County, Texas, 78419, United States of America","(27.6897725, -97.2691462, 0.0)",27.6897725,-97.2691462,0,
577,2014,1805,12750,,,15500,0.82,ERS,,,Mexican/American Food,RETAIL,,Restaurant,Restaurant and Specialty Sales,,,,269 Pyrite,,El Paso,TX,79932,,,"269 Pyrite,El Paso,TX,79932","269, Pyrite Drive, Montoya, El Paso, El Paso County, Texas, 79932, United States of America","(31.845626815368476, -106.57404288911265, 0.0)",31.84562682,-106.5740429,0,
578,2014,1805,5000,,,10000,0.5,ERS,,,Catering,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,1100 East Lamar Boulevard #29,,Arlington,TX,76011,,48439113110,"1100 East Lamar Boulevard #29,Arlington,TX,76011",,,32.764284,-97.094424,,
579,2014,1805,18000,,,22500,0.8,ERS,,,Trucking Produce,NONRETAIL,,Distribution,Production and Distribution,,,,1215 S. Cesar Chavez Rd.,,Edinburg,TX,78542,,48215023800,"1215 S. Cesar Chavez Rd.,Edinburg,TX,78542","Cesar Chavez Road, Cesar Chavez, Hidalgo County, Texas, 78542, United States of America","(26.3087239, -98.1121117, 0.0)",26.3087239,-98.1121117,0,
580,2014,1805,5000,,,5000,1,ERS,,,Healthy food Store,RETAIL,,Corner Store,Corner store,,,,11677 Spencer,,El Paso,TX,79936,,48141010327,"11677 Spencer,El Paso,TX,79936","11677, Spencer Drive, Las Palmas Colonia, El Paso, El Paso County, Texas, 79936, United States of America","(31.780088811568824, -106.28610450104568, 0.0)",31.78008881,-106.2861045,0,
581,2014,1805,12000,,,12000,1,ERS,,,Transportation of Produce,NONRETAIL,,Distribution,Production and Distribution,,,,616 Lynn Drive,,Edinburg,TX,78539,,48215023800,"616 Lynn Drive,Edinburg,TX,78539","616, Lynn Drive, Enfield Estates, Seville Park Number 1 Colonia, Edinburg, Hidalgo County, Texas, 78539, United States of America","(26.26883988847501, -98.16576782017879, 0.0)",26.26883989,-98.16576782,0,
582,2014,1805,5000,,,7000,0.71,ERS,,,"Sale of fresh food, soups, salads",NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,4900 Broadway Avenue,,Haltom City,TX,76117,,,"4900 Broadway Avenue,Haltom City,TX,76117","Broadway Avenue, Haltom City, Tarrant County, Texas, 76117, United States of America","(32.8093245, -97.2476496, 0.0)",32.8093245,-97.2476496,0,
583,2014,1805,25000,,,50000,0.5,ERS,,,corn tortilla production & sales,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,1926 Guadalupe St,,San Antonio,TX,78207,,,"1926 Guadalupe St,San Antonio,TX,78207","1926, Guadalupe Street, Cattleman's Square, San Antonio, Bexar County, Texas, 78207, United States of America","(29.41894436734694, -98.52162251020408, 0.0)",29.41894437,-98.52162251,0,
584,2014,1805,10000,,,15000,0.67,ERS,,,Transport-Produce,NONRETAIL,,Distribution,Production and Distribution,,,,205 Cardinal St,,San Juan,TX,78589,,,"205 Cardinal St,San Juan,TX,78589","205, Cardinal Street, Sioux Terrace Colonia, San Juan, Hidalgo County, Texas, 78589, United States of America","(26.217183163265307, -98.154643, 0.0)",26.21718316,-98.154643,0,
585,2014,1805,25000,,,30000,0.83,ERS,,,"Sale of fresh food, veg. opt",NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,1 Wilson St.  Unit Rear Rear,,Presidio,TX,79845,,48377950200,"1 Wilson St.  Unit Rear Rear,Presidio,TX,79845",,,29.557294,-104.360895,,
586,2014,1805,5000,,,5000,1,ERS,,,"Sale of fresh food, seafood",NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,2729 Hatcher Street Suite B,,Dallas,TX,75215,,,"2729 Hatcher Street Suite B,Dallas,TX,75215",,,32.755564,-96.753424,,
587,2014,1805,5000,,,5000,1,ERS,,,"Sale of oriental foods, salads",NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,"2395 University Blvd, Suite 7",,Brownsville,TX,78520,,,"2395 University Blvd, Suite 7,Brownsville,TX,78520",,,25.895513,-97.479228,,
588,2014,1805,15000,,,20000,0.75,ERS,,,Transport Produce,NONRETAIL,,Distribution,Production and Distribution,,,,1702 White Rock St.,,Penitas,TX,78576,,48215024201,"1702 White Rock St.,Penitas,TX,78576",,,26.26824,-98.43977,,
589,2014,1805,15000,,,15000,1,ERS,,,fresh food,NONRETAIL,,Other,Other,,,,1119 East 3rd Street,,Alice,TX,78332,,48249950300,"1119 East 3rd Street,Alice,TX,78332","1119, East 3rd Street, North Hilltop Addition Colonia, Kiesling's Colonia, Alice, Jim Wells County, Texas, 78332, United States of America","(27.75351670867622, -98.06411742429275, 0.0)",27.75351671,-98.06411742,0,
590,2014,1805,15000,,,15000,1,ERS,,,Food Manufacturing,NONRETAIL,,Production,Production and Distribution,,,,140 Fredericksburg Rd.,,San Antonio,TX,78201,,48029190100,"140 Fredericksburg Rd.,San Antonio,TX,78201","140, Fredericksburg Road, Woodlawn Lake, San Antonio, Bexar County, Texas, 78201, United States of America","(29.444334591836736, -98.50648708163266, 0.0)",29.44433459,-98.50648708,0,
591,2014,1805,15000,,,15000,1,ERS,,,Vegetarian Restaurant,NONRETAIL,,Restaurant,Restaurant and Specialty Sales,,,,918 S. Utah-REAR,,Weslaco,TX,78599,,,"918 S. Utah-REAR,Weslaco,TX,78599",,,26.151044,-97.979093,,
592,2014,1805,16000,,,20000,0.8,ERS,,,Fresh food to go,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,3336 Calle Bolivia,,Brownsville,TX,78526,,,"3336 Calle Bolivia,Brownsville,TX,78526",,,25.96334,-97.476875,,
593,2014,1805,3000,,,3000,1,ERS,,,Farm,NONRETAIL,,Production,Production and Distribution,,,,RT HC 66,,Ft. Hancock,TX,79839,,,"RT HC 66,Ft. Hancock,TX,79839","Fort Hancock, Weston Oaks, Bexar County, Texas, United States of America","(29.4259996, -98.7491177, 0.0)",29.4259996,-98.7491177,0,
594,2014,1805,10000,,,30000,0.33,ERS,,,"Produce, Fruits, Vegtables",NONRETAIL,,Other,Other,,,,"2501 Military Highway, E18",,McAllen,TX,78503,,,"2501 Military Highway, E18,McAllen,TX,78503",,,26.152897,-98.27213,,
595,2014,1805,5000,,,17000,0.29,ERS,,,Variety of produce,RETAIL,,Other,Other,,,,1700 SSE Loop 323 Suite 112,,Tyler,TX,75701,,48423001101,"1700 SSE Loop 323 Suite 112,Tyler,TX,75701",,,32.330949,-95.265443,,
596,2014,1805,5000,,,15000,0.33,ERS,,,Fresh food and aguas frescas,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,3594 W Woodlawn,,San Antonio,TX,78228,,,"3594 W Woodlawn,San Antonio,TX,78228",,,29.457962,-98.571971,,
597,2014,1805,10000,,,20000,0.5,ERS,,,"Sale of fresh food, salads",NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,1902 Bandera Road,,San Antonio,TX,78228,,,"1902 Bandera Road,San Antonio,TX,78228","1902, Bandera Road, San Antonio, Bexar County, Texas, 78228, United States of America","(29.47194930612245, -98.57558165306122, 0.0)",29.47194931,-98.57558165,0,
598,2014,1805,34667.83,,,50000,0.69,ERS,,,wholesale produce distributor,NONRETAIL,,Distribution,Production and Distribution,,,,125 N. Stevens St. Upper,,El Paso,TX,79905,,48141002900,"125 N. Stevens St. Upper,El Paso,TX,79905",,,31.774159,-106.450094,,
599,2014,1805,15000,,,20000,0.75,ERS,,,Sale of Melon Water,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,4816 Gaston Avenue,,Dallas,TX,75246,,,"4816 Gaston Avenue,Dallas,TX,75246","4816, Gaston Avenue, Old East Dallas, Dallas, Dallas County, Texas, 75246, United States of America","(32.79946131689653, -96.76997472697579, 0.0)",32.79946132,-96.76997473,0,
600,2014,1805,25000,,,25000,1,ERS,,,mobile food sales,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,3702 Dowell Drive,,Longview,TX,75604,,,"3702 Dowell Drive,Longview,TX,75604","3702, Dowell Drive, Thomas Manor, Spring Hill, Longview, Gregg County, Texas, 75604, United States of America","(32.55267724575977, -94.81574425440637, 0.0)",32.55267725,-94.81574425,0,
605,2014,823,181000,,Cooperative,181000,1,ERS,,,To refinance existing debt of an established food co-op operating out of rental space,RETAIL,,Grocery Store,Grocery Store,,,,2828 East 10th Street,,Indianapolis,IN,46201,,,"2828 East 10th Street,Indianapolis,IN,46201","East 10th Street, Young's Sub, Woodruff Place, Indianapolis, Marion County, Indiana, 46201, United States of America","(39.781165, -86.1377007, 0.0)",39.781165,-86.1377007,0,
606,2014,823,750000,,,1045900,0.72,ERS,,,To purchase equipment for a new grocery store,RETAIL,,Grocery Store,Grocery Store,,,,561 S. Lewis,,Waukegan,IL,60030,,,"561 S. Lewis,Waukegan,IL,60030",,,42.348906,-87.855629,,
607,2014,823,712121,,,5578000,0.13,ERS,,,Full service grocery store in commercial real estate space,RETAIL,,Grocery Store,Grocery Store,,,,801 University Ave,,Des Moines,IA,50314,,,"801 University Ave,Des Moines,IA,50314","801, University Avenue, Downtown, Des Moines, Polk County, Iowa, 50314, United States of America","(41.60088261744966, -93.62892197315436, 0.0)",41.60088262,-93.62892197,0,
608,2014,823,700000,,,5600000,0.13,ERS,,,"Project includes a grocery Store, aggregation & distribution Center, and Processing Center.",RETAIL,,Other,Other,,,,1500 Lafayette Ave,,St. Louis,MO,63104,,29510123200,"1500 Lafayette Ave,St. Louis,MO,63104","1500, Lafayette Avenue, Peabody-Darst-Webbe, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.613200327621, -90.20853820658395, 0.0)",38.61320033,-90.20853821,0,
609,2014,823,1700000,,,2170000,0.78,ERS,,,"Multi-tenant retail center with 17,678 sf SAL grocery and 23,032 sf Blast Fitness.",RETAIL,,Grocery Store,Grocery Store,,,,1549 S Jefferson Ave,,St. Louis,MO,63104,,29510123100,"1549 S Jefferson Ave,St. Louis,MO,63104","1549, South Jefferson Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61724986033476, -90.22067150438076, 0.0)",38.61724986,-90.2206715,0,
610,2014,828,903846,NONPROFIT,Nonprofit,926442.3,0.98,ERS,,,"Urban farm, incubator/commercial kitchens, processing/distribution centers, restaurant, classrooms",NONRETAIL,,Other,Other,,,,9501 S. Cottage Grove Avenue,,Chicago,IL,60628,,,"9501 S. Cottage Grove Avenue,Chicago,IL,60628","9501, South Cottage Grove Avenue, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","(41.718731, -87.603839, 0.0)",41.718731,-87.603839,0,
611,2014,828,660000,FORPROFIT,Forprofit,1070000,0.62,ERS,,,Improvements and start up expenses for new grocery store,RETAIL,,Grocery Store,Grocery Store,,,,100 S. Orchard Drive,,Park Forest,IL,60466,,17031830300,"100 S. Orchard Drive,Park Forest,IL,60466","100, South Orchard Drive, Park Forest, Cook County, Illinois, 60466, United States of America","(41.48304234218853, -87.68391195793899, 0.0)",41.48304234,-87.68391196,0,
612,2014,828,75000,NONPROFIT,Nonprofit,112587,0.67,OTHER,Adjacent census tract,,"Healthy food restaurant, with emphasis on",NONRETAIL,,Restaurant,Restaurant and Specialty Sales,,,,3506 W. Chicago Ave,,Chicago,IL,60651,,17031231100,"3506 W. Chicago Ave,Chicago,IL,60651","Oooh Wee! Sweet Tea, 3506, West Chicago Avenue, Pacific Junction, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America","(41.8956915, -87.7143237, 0.0)",41.8956915,-87.7143237,0,
613,2014,828,1639667,FORPROFIT,Forprofit,7120712,0.23,OTHER,"DHED, City of Chicago",,Four dining venues; emphasis on healthy food and health and wellness education,NONRETAIL,,Restaurant,Restaurant and Specialty Sales,,,,300 E. 51st Street,,Chicago,IL,60615,,17031381800,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0,
614,2014,828,96154,NONPROFIT,Nonprofit,98557.69,0.98,ERS,,,Year-round farmer's market,RETAIL,,Farmers Market,Farmers Market,,,,9501 S. Cottage Grove Avenue,,Chicago,IL,60628,,,"9501 S. Cottage Grove Avenue,Chicago,IL,60628","9501, South Cottage Grove Avenue, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","(41.718731, -87.603839, 0.0)",41.718731,-87.603839,0,
615,2014,828,500000,FORPROFIT,Forprofit,678000,0.74,ERS,,,Predevelopment for 5 acre retail development anchored by a Whole Foods Market,RETAIL,,Grocery Store,Grocery Store,,,,800 W. 63rd St.,,Chicago,IL,60621,,,"800 W. 63rd St.,Chicago,IL,60621","800, West 63rd Street, Englewood, Chicago, Cook County, Illinois, 60621, United States of America","(41.779808, -87.646342, 0.0)",41.779808,-87.646342,0,
616,2014,828,160333,FORPROFIT,Forprofit,696288.6,0.23,OTHER,"DHED, City of Chicago",,Fresh produce market,RETAIL,,Farmers Market,Farmers Market,,,,300 E. 51st Street,,Chicago,IL,60615,,17031381800,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0,
618,2014,6794,90000,FORPROFIT,Forprofit,190000,0.47,OTHER,PolicyMap LSA,,grocery retailer/wholesaler,RETAIL,,Grocery Store,Grocery Store,,,,302 Carteret Street,,Beaufort,SC,29902,,,"302 Carteret Street,Beaufort,SC,29902","302, Carteret Street, The Point, Beaufort, Beaufort County, South Carolina, 29902, United States of America","(32.43181026492474, -80.67001178053962, 0.0)",32.43181026,-80.67001178,0,
623,2014,1794,15000,,,20000,0.75,ERS,OTHER,,HOMEMADE JAMS,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,1600 W. Nopal Street,,Carrizo Springs,TX,78834,,48127950200,"1600 W. Nopal Street,Carrizo Springs,TX,78834","1600, West Nopal Street, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.526804, -99.868391, 0.0)",28.526804,-99.868391,0,
624,2014,1794,10000,,,200000,0.05,ERS,OTHER,,RESTAURANT,NONRETAIL,,Restaurant,Restaurant and Specialty Sales,,,,101 Petry Place,,Carrizo Springs,TX,78834,,48127950200,"101 Petry Place,Carrizo Springs,TX,78834","101, Petry Place, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.544234, -99.84543, 0.0)",28.544234,-99.84543,0,
625,2014,1794,50000,,,150000,0.33,ERS,,,Commercial Greenhouse,RETAIL,,Production,Production and Distribution,,,,301 Pena,,Carrizo Springs,TX,78834,,48127950200,"301 Pena,Carrizo Springs,TX,78834","301, Pena Street, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.52119376724138, -99.8579699137931, 0.0)",28.52119377,-99.85796991,0,
626,2014,1794,10000,,,10000,1,ERS,OTHER,,FOOD GRILL,NONRETAIL,,Sale,Restaurant and Specialty Sales,,,,600 Hay St.,,Carrizo Springs,TX,78834,,48127950200,"600 Hay St.,Carrizo Springs,TX,78834",,,28.521454,-99.86173,,
627,2014,1794,10000,,,20000,0.5,ERS,OTHER,,TACO STAND,RETAIL,,Sale,Restaurant and Specialty Sales,,,,1050 Washington St.,,Asherton,TX,78827,,48127950200,"1050 Washington St.,Asherton,TX,78827","Washington Street, Asherton, Dimmit County, Texas, 78827, United States of America","(28.442626, -99.755465, 0.0)",28.442626,-99.755465,0,
628,2014,1794,50000,,,150000,0.33,ERS,,,Commercial Greenhouse,NONRETAIL,,Production,Production and Distribution,,,,301 Pena,,Carrizo Springs,TX,78834,,48127950200,"301 Pena,Carrizo Springs,TX,78834","301, Pena Street, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.52119376724138, -99.8579699137931, 0.0)",28.52119377,-99.85796991,0,
629,2014,1794,15000,,,20000,0.75,ERS,OTHER,,HEALTHY WATER SUPPLIER,NONRETAIL,,Distribution,Production and Distribution,,,,908 PINE STREET,,Carrizo Springs,TX,78834,,48127950200,"908 PINE STREET,Carrizo Springs,TX,78834","908, Pine Street, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.53204155102041, -99.86624087755102, 0.0)",28.53204155,-99.86624088,0,
630,2013,635,228511,,,228511,1,ERS,,,Grocery store,RETAIL,,Grocery Store,Grocery Store,,,,12335 Iron Works Rd,,Winchester,KY,40391,,,"12335 Iron Works Rd,Winchester,KY,40391",,,37.929295,-84.00652,,
631,2013,635,287784.3,,,291540,0.99,ERS,,,Distribution and manufacturing of water in under served areas,NONRETAIL,,Distribution,Production and Distribution,,,,270 REDBUD DRIVE,,MOUNT VERNON,KY,40456,,21203950200,"270 REDBUD DRIVE,MOUNT VERNON,KY,40456",,,37.342823,-84.33141,,
632,2013,635,153520,,,157500,0.97,ERS,,,"restaurant serving salads, sandwiches and specialtity pizzas, using locally grown produce",NONRETAIL,,Restaurant,Restaurant and Specialty Sales,,,,110 North Mill St,,Fort Mitchell,KY,41017,,21117064600,"110 North Mill St,Fort Mitchell,KY,41017",,,39.046541,-84.57214,,
633,2013,635,67645,,,67645,1,ERS,,,"Restaurant, breakfast, lunch and dinner",NONRETAIL,,Restaurant,Restaurant and Specialty Sales,,,,416 CLAY ST,,HENDERSON,KY,42420,,21101020300,"416 CLAY ST,HENDERSON,KY,42420","416, Clay Street, Weaverton, Henderson, Henderson County, Kentucky, 42420, United States of America","(37.8331349529443, -87.59238642554047, 0.0)",37.83313495,-87.59238643,0,
659,2015,457,450000,FORPROFIT,Cooperative,450000,1,ERS,,,Cooperative Natural Food Grovery Store,RETAIL,,Grocery Store,Grocery Store,,,,330 North King Street,,Northampton,MA,1060,,25015821601,"330 North King Street,Northampton,MA,1060","River Valley Co-op, 330, North King Street, Laurel Park, Northampton, Hampshire County, Massachusetts, 1060, United States of America","(42.3478298, -72.6433711, 0.0)",42.3478298,-72.6433711,0,
660,2015,457,30000,FORPROFIT,Forprofit,30000,1,ERS,,,Finance low-income CSA shares,NONRETAIL,,Other,Other,,,,72 River Road,,Whately,MA,1093,,,"72 River Road,Whately,MA,1093",,,42.432121,-72.589403,,
661,2015,457,40000,FORPROFIT,Cooperative,75000,0.53,ERS,,,Cooperative grocery store,RETAIL,,Grocery Store,Grocery Store,,,,12 North Main Street,,Orange,MA,1364,,25011040501,"12 North Main Street,Orange,MA,1364","12, Main Street, North Orange, Orange, Franklin County, Massachusetts, 01364, United States of America","(42.63496216325119, -72.26083643795644, 0.0)",42.63496216,-72.26083644,0,
662,2015,457,86000,FORPROFIT,Forprofit,86000,1,ERS,0,,cattle farm,NONRETAIL,,Production,Production and Distribution,,,,594 Windsor Road,,Cheshire,MA,1225,,25003923100,"594 Windsor Road,Cheshire,MA,1225","594, Windsor Road, Martin, Arnoldville, Cheshire, Berkshire County, Massachusetts, 01225, United States of America","(42.557221150000004, -73.13336409665663, 0.0)",42.55722115,-73.1333641,0,
663,2015,457,20000,FORPROFIT,Forprofit,20000,1,ERS,,,mobile farmers market,RETAIL,,Mobile Food Market,Mobile Food Market,,,,72 River Road,,Whately,MA,1093,,,"72 River Road,Whately,MA,1093",,,42.432121,-72.589403,,
664,2015,457,32500,FORPROFIT,Forprofit,32500,1,ERS,,,healthier products,RETAIL,,Other,Other,,,,216 Hancock Street,,Springfield,MA,1109,,25013801800,"216 Hancock Street,Springfield,MA,1109",,,42.103943,-72.56776,,
665,2015,457,50000,FORPROFIT,Forprofit,50000,1,ERS,,,grocery store,RETAIL,,Grocery Store,Grocery Store,,,,766 Enfield Street  Unit 4,,Enfield,CT,6082,,9003480500,"766 Enfield Street  Unit 4,Enfield,CT,6082",,,42.00184,-72.59346,,
666,2015,457,10000,FORPROFIT,Forprofit,10000,1,ERS,,,vegetable farm,NONRETAIL,,Production,Production and Distribution,,,,149 Christian Lane,,Whately,MA,1093,,25011040800,"149 Christian Lane,Whately,MA,1093",,,42.446219,-72.607909,,
667,2015,151,100000,FORPROFIT,Forprofit,1718000,0.06,ERS,,,Natural food coop,RETAIL,,Grocery Store,Grocery Store,,,,526 Gaffney Road,,Fairbanks,AK,99701,,2090000100,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202,-147.7164322,0,
668,2015,151,126009,FORPROFIT,Forprofit,270000,0.47,ERS,,,Natural food coop,RETAIL,,Grocery Store,Grocery Store,,,,109 W. Baraga Ave.,,Marquette,MI,49855,4728,26103000300,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816,-87.39396524,0,
669,2015,151,100000,FORPROFIT,Forprofit,1718000,0.06,ERS,,,Natural food coop,RETAIL,,Grocery Store,Grocery Store,,,,526 Gaffney Road,,Fairbanks,AK,99701,,2090000100,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202,-147.7164322,0,
670,2015,151,224016,FORPROFIT,Forprofit,480000,0.47,ERS,,,Natural foods coop,RETAIL,,Grocery Store,Grocery Store,,,,109 W. Baraga Ave.,,Marquette,MI,49855,4728,26103000300,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816,-87.39396524,0,
671,2015,638,234000,FORPROFIT,Forprofit,520000,0.45,ERS,,,Fresh Table Grocery with healthy food selections.,RETAIL,,Grocery Store,Grocery Store,,,,1818 Race,,Cincinnati,OH,45202,,39061001600,"1818 Race,Cincinnati,OH,45202","1818, Race Street, Brewery District, Over-the-Rhine, Cincinnati, Hamilton County, Ohio, 45202, United States of America","(39.11614885, -84.5181284704666, 0.0)",39.11614885,-84.51812847,0,
672,2015,638,642000,NONPROFIT,Nonprofit,642000,1,ERS,,,Food Coop takes donations to serve area residents and clients.,RETAIL,,Other,Other,,,,2104 St. Michael,,Cincinnati,OH,45204,,39061026300,"2104 St. Michael,Cincinnati,OH,45204",,,39.102432,-84.551142,,
673,2015,2128,250000,FORPROFIT,Forprofit,500000,0.5,OTHER,Fresh Zone a NYC designation - http://maps.nyc.gov/doitt/nycitymap,,"250,000 LIIF for SandyRelief to cover expenses and loses due to Superstorm Sandy",RETAIL,,Other,Other,,,,2052 MOTT AVE,,FAR ROCKAWAY,NY,11691,,36081103202,"2052 MOTT AVE,FAR ROCKAWAY,NY,11691","Mott Avenue, Roy Reuther Houses, Far Rockaway, Queens County, New York, 11691, United States of America","(40.606029, -73.758773, 0.0)",40.606029,-73.758773,0,
674,2015,2128,2232000,FORPROFIT,Forprofit,2823698,0.79,OTHER,The Food Trust,,Renovation of existing supermarket,RETAIL,,Grocery Store,Grocery Store,,,,307 Gifford St,,Syracuse,NY,13204,,36067004000,"307 Gifford St,Syracuse,NY,13204","307, Gifford Street, Near Westside, Syracuse, Onondaga County, New York, 13204, United States of America","(43.04332564579455, -76.15911150168577, 0.0)",43.04332565,-76.1591115,0,
675,2015,2128,3630002,FORPROFIT,Forprofit,5006906,0.72,OTHER,The Food Trust,,"$3,845,000 to acquire and expand an existing building for a supermarket",RETAIL,,Grocery Store,Grocery Store,,,,300 SAND LN,,STATEN ISLAND,NY,10305,,36085007000,"300 SAND LN,STATEN ISLAND,NY,10305","Vanderbilt at South Beach, 300, Sand Lane, South Beach, Todt Hill, Staten Island, Richmond County, New York, 10305, United States of America","(40.589199699999995, -74.06644899182196, 0.0)",40.5891997,-74.06644899,0,
676,2015,2128,4000000,FORPROFIT,Forprofit,18600000,0.22,OTHER,The Food Trust,,Construction of mixed use commercial and retail with Whole Foods as anchor,RETAIL,,Grocery Store,Grocery Store,,,,609 Broad St,,Newark,NJ,7102,,,"609 Broad St,Newark,NJ,7102","609, Broad Street, Teachers Village, Roseville, Newark, Essex County, New Jersey, 07102, United States of America","(40.7402715, -74.169652, 0.0)",40.7402715,-74.169652,0,
677,2015,2128,1032400,FORPROFIT,Forprofit,4787060,0.22,OTHER,The Food Trust,,Construction of mixed use commercial and retail with Whole Foods as anchor,RETAIL,,Grocery Store,Grocery Store,,,,609 Broad St,,Newark,NJ,7102,,,"609 Broad St,Newark,NJ,7102","609, Broad Street, Teachers Village, Roseville, Newark, Essex County, New Jersey, 07102, United States of America","(40.7402715, -74.169652, 0.0)",40.7402715,-74.169652,0,
